,WD,arkid,nameAuth,urlAuth,Auktoriserad,Datum,Auktoritetspost,WD_Arken
5972,,,"Wasastjerna, Maria Augusta","Wasastjerna,-Maria-Augusta","Wasastjerna, Maria Augusta",1872-1948,ediffah:kb:818063:1408468999,Arken_only
5973,,,"Wasenholtz, Daniel L","Wasenholtz,-Daniel-L","Wasenholtz, Daniel L",1732-1782,ediffah:kb:312623:1188471189,Arken_only
5974,,,"Wattrang, Brita Charlotta",wattrang-brita-charlotta,"Wattrang, Brita Charlotta",1775-1850,https://libris.kb.se/m0zdz8bdks8r5xs5#it,Arken_only
5975,,,"Wedberg, Eva","Wedberg,-Eva-f-Dahlgren","Wedberg, Eva",1876-1973,ediffah:kb:327407:1282761380,Arken_only
5976,,,"Wedel, Stéphanie von","Wedel,-Stéphanie-von","Wedel, Stéphanie von",1852-1937,https://libris.kb.se/rp36f7n91vvk0gp,Arken_only
5979,,,"Weidhagen-Hallerdt, Margareta",hallerdt-margareta,"Weidhagen-Hallerdt, Margareta",1927-2018,https://libris.kb.se/20dgcb1l5jwpxzw#it,Arken_only
5980,,,"Weiss, Alexander","Weiss,-Alexander","Weiss, Alexander",1924-1987,https://libris.kb.se/b8nqsmxv31hg4nl,Arken_only
5982,,,"Welhaven, Gerda","Welhaven,-Gerda","Welhaven, Gerda",1857-1948,ediffah:kb:537575:1482850063,Arken_only
5988,,,"Wergeland, Henrik Arnold Thaulow","Wergeland,-Henrik-Arnold-Thaulow","Wergeland, Henrik Arnold Thaulow",1808-1845,ediffah:kb:390909:1429861284,Arken_only
5992,,,"Westerberg, Erich","Westerberg,-Erich","Westerberg, Erich",1704-1767,ediffah:kb:196590:1414586243,Arken_only
5993,,,"Westerberg, Jan Ulric","Westerberg,-Jan-Ulric","Westerberg, Jan Ulric",1760-1839,ediffah:kb:507639:1481180414,Arken_only
5994,,,"Westerberg, Magnus","Westerberg,-Magnus","Westerberg, Magnus",1675-1723,ediffah:kb:196590:1414586243,Arken_only
5995,,,"Westerlund, Hans G","Westerlund,-Hans-G","Westerlund, Hans G",1895-1974,https://libris.kb.se/jgvx1nl21xnlvz4,Arken_only
5996,,,"Westerlund, Samuel Wilhelm","Westerlund,-Samuel-Wilhelm","Westerlund, Samuel Wilhelm",1853-1899,ediffah:kb:753078:1416396142,Arken_only
5999,,,"Westin, Birgitta","Westin,-Birgitta,-1948-,-Barnboksförfattare","Westin, Birgitta",1948-,https://libris.kb.se/khwz0jb31rg25q2#it,Arken_only
6000,,,"Westling-Peck, Sonja","Westling-Peck,-Sonja","Westling-Peck, Sonja",1969-,ediffah:kb:815103:1415094409,Arken_only
6004,,,"Westman, Gösta","Westman,-Gösta","Westman, Gösta",1882-1937,https://libris.kb.se/97mqttrt2171hf5,Arken_only
6005,,,"Wetter, Gillis P:son",wetter-p-son-gillis,"Wetter, Gillis P:son",1887-1926,https://libris.kb.se/31fhk0lm0xhzvc1#it,Arken_only
6006,,,"Wetter, Gustaf",wetter-gustaf,"Wetter, Gustaf",1813-1892,https://libris.kb.se/64jmq5bq56rzh32#it,Arken_only
6008,,,"Wettergren, Ellen","Wettergren,-Ellen","Wettergren, Ellen",1878-1960,ediffah:kb:495327:1270823290,Arken_only
6011,,,"Wetterstrand, Marita","Wetterstrand,-Marita","Wetterstrand, Marita",1923-2003,https://libris.kb.se/0xbfnfcj4806ms2,Arken_only
6013,,,"Wetterström, Mimmi","Wetterström,-Mimmi","Wetterström, Mimmi",,ediffah:kb:942069:1165848576,Arken_only
6017,,,"Wickman, Hans Christer","Wickman,-Hans-Christer","Wickman, Hans Christer",1924-1993,ediffah:kb:343774:1491888875,Arken_only
6019,,,"Widell-Hellstenius, Hilda","Widell-Hellstenius,-Hilda","Widell-Hellstenius, Hilda",1872-1968,ediffah:kb:974589:1415976947,Arken_only
6020,,,"Widholm, Else","Widholm,-Else,-f-Delblanc","Widholm, Else",1922-1990,ediffah:kb:679395:1136379897,Arken_only
6021,,,Widlund (släkt),"Widlund,-släkten",Widlund (släkt),,http://libris.kb.se/resource/bib/17261076,Arken_only
6022,,,"Widlund, Carl Gustaf","Widlund,-Carl-Gustaf","Widlund, Carl Gustaf",1850-1902,ediffah:kb:775167:1221739081,Arken_only
6025,,,"Widoff, Ingrid","Widoff,-Ingrid,-f-Mühlhoff","Widoff, Ingrid",1925-,ediffah:kb:605930:1372931522,Arken_only
6030,,,"Wijkström, Karin","Wijkström,-Karin,bibliotekarie","Wijkström, Karin",,https://libris.kb.se/1zcgl4dk5gb1g9l#it,Arken_only
6033,,,"Wilcox, Francis O.","Wilcox,-Francis-O","Wilcox, Francis O.",1908-1985,ediffah:kb:679731:1426677470,Arken_only
6035,,,"Wilken von Platen, Ebba","Wilken-von-Platen,-Ebba,-f-Gyllenstierna","Wilken von Platen, Ebba",1828-1908,ediffah:kb:127977:1235146258,Arken_only
6036,,,"Wilkens, Eva Margareta","Wilkens,-Eva-Margareta","Wilkens, Eva Margareta",1708-1793,https://libris.kb.se/20dgccxl5qjtgkb#it,Arken_only
6038,,,"Willers, Wilhelm","Willers,-Wilhelm","Willers, Wilhelm",1841-1924,ediffah:kb:229317:1253695398,Arken_only
6039,,,"William-Olsson, William Frits","William-Olsson,-William-Frits","William-Olsson, William Frits",1902-1990,ediffah:kb:160639:1204635753,Arken_only
6041,,,"Wilsson, Lars",wilsson-lars,"Wilsson, Lars",1928-2014,https://libris.kb.se/b8nqpx0v3rc22g6#it,Arken_only
6042,,,"Wilton, Gerda","Wilton,-Gerda","Wilton, Gerda",1883-1964,https://libris.kb.se/dbqt2v1x0fp236r,Arken_only
6043,,,"Winberg, Kurt","Winberg,-Kurt","Winberg, Kurt",1916-1997,ediffah:kb:687935:1171624344,Arken_only
6045,,,"Wingård, Bo","Wingård,-Bo","Wingård, Bo",1909-1972,ediffah:kb:663351:1434435264,Arken_only
6047,,,"Winnberg, Hedvig Elisabeth Charlotta","Winnberg,-Hedvig-Elisabeth-Charlotta,-f-Lychou","Winnberg, Hedvig Elisabeth Charlotta",1814-,ediffah:kb:273363:1149087149,Arken_only
6049,,,"Wirsén, Gunilla","Wirsén,-Gunilla","Wirsén, Gunilla",1815-1879,ediffah:kb:736493:1414496164,Arken_only
6050,,,"Wirsén, Ulrika Wilhelmina","Wirsén,-Ulrika-Wilhelmina","Wirsén, Ulrika Wilhelmina",1776-1843,ediffah:kb:736493:1414496164,Arken_only
6054,,,Wollin (släkt),Släkten-Wollin,Wollin (släkt),,http://libris.kb.se/resource/bib/17261234,Arken_only
6055,,,"Wollmer, Elsa","Wollmer,-Elsa","Wollmer, Elsa",1906-1999,ediffah:kb:382299:1364397133,Arken_only
6056,,,"Wollmer, Julia von","Wollmer,-Julia-von","Wollmer, Julia von",1849-1923,ediffah:kb:566887:1137569176,Arken_only
6057,,,Wrangel af Sauss (släkt),Wrangel-af-Sauss-släkt,Wrangel af Sauss (släkt),,http://libris.kb.se/resource/bib/17260599,Arken_only
6058,,,"Wrangel af Sauss, Margareta Brita","Wrangel-af-Sauss,-Margareta-Brita","Wrangel af Sauss, Margareta Brita",1686-1740,ediffah:kb:736493:1414496164,Arken_only
6059,,,"Wrangel, Carl Gustaf","Wrangel,-C-G","Wrangel, Carl Gustaf",1667-1707,https://libris.kb.se/qn247m4850rspnx,Arken_only
6064,,,"Wägner, Maria","Wägner,-Maria","Wägner, Maria",1914-1999,ediffah:kb:458554:1441001696,Arken_only
6065,,,"Wägner, Sven Harald","Wägner,-Sven-Harald","Wägner, Sven Harald",1885-1925,ediffah:kb:458554:1441001696,Arken_only
6067,,,"Wästfelt-Ersare, Ingerid",wastfelt-ersare-ingerid,"Wästfelt-Ersare, Ingerid",1917-2004,https://libris.kb.se/wt79bvtf3xx7kw0#it,Arken_only
6070,,,Zacco och Co. Eftr. AB,Zacco-och-Co-Eftr-AB,Zacco och Co. Eftr. AB,,ediffah:kb:716794:1461583477,Arken_only
6073,,,"Zachrison, Göran","Zachrison,-Göran","Zachrison, Göran",1931-,https://libris.kb.se/mkz138z54krf4c3#it,Arken_only
6074,,,"Zachrisson, Marianne","Zachrisson,-Marianne,-f-Byström","Zachrisson, Marianne",1942-,ediffah:kb:515759:1350413564,Arken_only
6075,,,"Zanderholm-Sundström, Tyra","Zanderholm-Sundström,-Tyra","Zanderholm-Sundström, Tyra",1884-1963,ediffah:kb:977775:1365431883,Arken_only
6078,,,"Zetterlund, Rune","Zetterlund,-Rune","Zetterlund, Rune",1891-1955,ediffah:kb:326333:1426845640,Arken_only
6080,,,"Zettersten, Louis","Zettersten,-Louis","Zettersten, Louis",1878-1950,ediffah:kb:210525:1256201592,Arken_only
6081,,,"Zilliacus, Lars","Zilliacus,-Lars","Zilliacus, Lars",1912-2005,https://libris.kb.se/42gjlt7n1091jcq#it,Arken_only
6082,,,d'Albedyhll (släkt),dAlbedyhll-släkt,d'Albedyhll (släkt),,http://libris.kb.se/resource/bib/17261042,Arken_only
6083,,,"d'Albedyhll, Carl Gustaf Wickstedt","dAlbedyhll,-Carl-Gustaf-Wickstedt","d'Albedyhll, Carl Gustaf Wickstedt",1800-1856,https://libris.kb.se/42gktvnn0msklzr#it,Arken_only
6084,,,"d'Albedyhll, Carl Johan Gustaf","dAlbedyhll,-Carl-Johan-Gustaf","d'Albedyhll, Carl Johan Gustaf",1824-1858,ediffah:kb:736493:1414496164,Arken_only
6085,,,"d'Albedyhll, Christer Gustaf Joachim","dAlbedyhll,-Christer-Gustaf-Joachim","d'Albedyhll, Christer Gustaf Joachim",1873-1948,ediffah:kb:736493:1414496164,Arken_only
6086,,,"d'Albedyhll, Edla Gustava","dAlbedyhll,-Edla-Gustava","d'Albedyhll, Edla Gustava",1807-1876,ediffah:kb:736493:1414496164,Arken_only
6087,,,"d'Albedyhll, Fredrika Elisabeth Albertina","dAlbedyhll,-Fredrika-Elisabeth-Albertina","d'Albedyhll, Fredrika Elisabeth Albertina",1753-1780,ediffah:kb:736493:1414496164,Arken_only
6088,,,"d'Albedyhll, Gustaf","dAlbedyhll,-Gustaf","d'Albedyhll, Gustaf",1835-1905,ediffah:kb:736493:1414496164,Arken_only
6089,,,"d'Albedyhll, Maria Wilhelmina Teodora","dAlbedyhll,-Maria-Wilhelmina-Teodora","d'Albedyhll, Maria Wilhelmina Teodora",1844-1932,ediffah:kb:736493:1414496164,Arken_only
6094,,,"Ájtte, svenskt fjäll- och samemuseum",ajtte-svenskt-fjall-och-samemuseum,"Ájtte, svenskt fjäll- och samemuseum",1989-,https://libris.kb.se/katalogisering/c9prqx9w2mz482z,Arken_only
6097,,,"Åberg, Thorsten","Åberg,-Thorsten","Åberg, Thorsten",1904-1989,https://libris.kb.se/fcrvzxcz241hmv3#it,Arken_only
6098,,,Åbo Akademi,Åbo-Akademi,Åbo Akademi,,https://libris.kb.se/53hknb9p2cvx8lj#it,Arken_only
6101,,,"Ågren, Per-Uno",agren-per-uno,"Ågren, Per-Uno",1929-2008,https://libris.kb.se/53hklfsp2bz5lst#it,Arken_only
6102,,,"Åhman, Sven","Åhman,-Sven","Åhman, Sven",1907-1993,https://libris.kb.se/86lpsrgs5137xfh#it,Arken_only
6105,,,"Åkerhielm, Augusta Helena Charlotta","Åkerhielm,-Augusta-Helena-Charlotta-f-Brändström","Åkerhielm, Augusta Helena Charlotta",1848-1932,ediffah:kb:487639:1422277234,Arken_only
6107,,,"Åkerhielm, Knut Axel Samuel Sebastian","Åkerhielm,-Knut-Axel-Samuel-Sebastian","Åkerhielm, Knut Axel Samuel Sebastian",1843-1926,ediffah:kb:487639:1422277234,Arken_only
6109,,,"Åkerman, Anna Charlotta","Åkerman,-Anna-Charlotta","Åkerman, Anna Charlotta",1809-1858,ediffah:kb:736493:1414496164,Arken_only
6110,,,"Åkerman, Carl Alfred","Åkerman,-Carl-Alfred","Åkerman, Carl Alfred",1839-1858,ediffah:kb:736493:1414496164,Arken_only
6111,,,"Åkerman, Sune",akerman-sune,"Åkerman, Sune",1932-,http://libris.kb.se/resource/auth/201375,Arken_only
6113,,,"Åman-Nilsson, Gustaf","Åman-Nilsson,-Gustaf","Åman-Nilsson, Gustaf",1860-1958,https://libris.kb.se/42gks04n4khchp1#it,Arken_only
6116,,,"Åzelius, Gunhild Elsa Katarina","Åzelius,-Gunhild-Elsa-Katarina","Åzelius, Gunhild Elsa Katarina",1905-1960,ediffah:kb:390135:1382518510,Arken_only
6117,,,"Åzelius, Nils","Åzelius,-Nils","Åzelius, Nils",1899-1979,ediffah:kb:390135:1382518510,Arken_only
6118,,,"Öberg, Benkt","Öberg,-Benkt,-1926","Öberg, Benkt",1926-,ediffah:kb:579183:1471955103,Arken_only
6126,,,"Örngrim, Frithjof",orngrim-frithjof,"Örngrim, Frithjof",1907-1972,https://libris.kb.se/31fjmp5m2l0lhh8#it,Arken_only
6127,,,"Örngrim, Karl",orngrim-karl,"Örngrim, Karl",1908-2000,https://libris.kb.se/64jmqs8q17tjzxn#it,Arken_only
6131,,,"Östergren, Aug.",ostergren-aug,"Östergren, Aug.",1874-1935,https://libris.kb.se/ljx155242gs47nn#it,Arken_only
6134,,,Österlöf (släkt),Österlöf,Österlöf (släkt),,ediffah:kb:920011:1394721718,Arken_only
6135,,,"Österlöf, Anders Johan","Österlöf,-Anders-Johan","Österlöf, Anders Johan",1838-1925,ediffah:kb:920011:1394721718,Arken_only
6136,,,"Österlöf, Eric","Österlöf,-Eric","Österlöf, Eric",1875-1959,ediffah:kb:920011:1394721718,Arken_only
6137,,,"Österlöf, Ingeborg","Österlöf,-Ingeborg","Österlöf, Ingeborg",1879-1967,ediffah:kb:920011:1394721718,Arken_only
6138,,,"Östhlin, Barbro","Östhlin,-Barbro","Östhlin, Barbro",1930-1995,ediffah:kb:982718:1438689411,Arken_only
6140,,,"Östling, Berit","Östling,-Berit","Östling, Berit",1920-2005,ediffah:kb:421567:1348771056,Arken_only
